"Pep"	"Molec"	"What"	"Value"	"DKL"	"tg"	"ba"
"pep4"	"DQB1_02"	"Median"	0.406842203994857	0.0865034589390545	NA	NA
"pep4"	"DQB1_03"	"Mean"	0.247391251475304	0.510543431482803	FALSE	FALSE
"pep4"	"DQB1_03"	"Mode"	0.128454201147839	0.510543431482803	FALSE	FALSE
"pep4"	"DQB1_03"	"Median"	0.226318409315168	0.510543431482803	FALSE	FALSE
"pep4"	"DQB1_04"	"Mean"	0.56756393970767	0.0294106386860389	NA	NA
"pep4"	"DQB1_04"	"Mode"	0.985643739773709	0.0294106386860389	NA	NA
"pep4"	"DQB1_04"	"Median"	0.603106130477848	0.0294106386860389	NA	NA
"pep4"	"DQB1_05"	"Mean"	0.19381726781567	0.739732927631088	NA	NA
"pep4"	"DQB1_05"	"Mode"	0.0576486645702418	0.739732927631088	NA	NA
"pep4"	"DQB1_05"	"Median"	0.175668216009573	0.739732927631088	NA	NA
"pep4"	"DQB1_06"	"Mean"	0.321539237794321	0.26634495147754	FALSE	TRUE
"pep4"	"DQB1_06"	"Mode"	0.139494474150776	0.26634495147754	FALSE	TRUE
"pep4"	"DQB1_06"	"Median"	0.295278691717497	0.26634495147754	FALSE	TRUE
"pep5"	"DRB1_01"	"Mean"	0.644505087869716	0.128466356306847	FALSE	TRUE
"pep5"	"DRB1_01"	"Mode"	0.981251543190313	0.128466356306847	FALSE	TRUE
"pep5"	"DRB1_01"	"Median"	0.69871760797098	0.128466356306847	FALSE	TRUE
"pep5"	"DRB1_04"	"Mean"	0.437516167223299	0.0708773192396802	FALSE	FALSE
"pep5"	"DRB1_04"	"Mode"	0.401211009626154	0.0708773192396802	FALSE	FALSE
"pep5"	"DRB1_04"	"Median"	0.430327046545751	0.0708773192396802	FALSE	FALSE
"pep5"	"DRB1_07"	"Mean"	0.192113451788788	0.670765783262811	NA	TRUE
"pep5"	"DRB1_07"	"Mode"	0.0185314087159248	0.670765783262811	NA	TRUE
"pep5"	"DRB1_07"	"Median"	0.154418307941582	0.670765783262811	NA	TRUE
"pep5"	"DRB1_08"	"Mean"	0.309081156087973	0.325411347035013	NA	NA
"pep5"	"DRB1_08"	"Mode"	0.197128475487432	0.325411347035013	NA	NA
"pep5"	"DRB1_08"	"Median"	0.289425762966026	0.325411347035013	NA	NA
"pep5"	"DRB1_09"	"Mean"	0.174882325253158	0.763303163279647	NA	TRUE
"pep5"	"DRB1_09"	"Mode"	0.00547876742600026	0.763303163279647	NA	TRUE
"pep5"	"DRB1_09"	"Median"	0.141323573713821	0.763303163279647	NA	TRUE
"pep5"	"DRB1_11"	"Mean"	0.171092915344383	0.769740798700624	NA	NA
"pep5"	"DRB1_11"	"Mode"	0.0216085999209876	0.769740798700624	NA	NA
"pep5"	"DRB1_11"	"Median"	0.134550742629617	0.769740798700624	NA	NA
"pep5"	"DRB1_12"	"Mean"	0.118249262929762	1.14896277946631	NA	NA
"pep5"	"DRB1_12"	"Mode"	0.00496143051071009	1.14896277946631	NA	NA
"pep5"	"DRB1_12"	"Median"	0.0954546027733161	1.14896277946631	NA	NA
"pep5"	"DRB1_14"	"Mean"	0.259943692128673	0.46629795095392	NA	NA
"pep5"	"DRB1_14"	"Mode"	0.173256336174163	0.46629795095392	NA	NA
"pep5"	"DRB1_14"	"Median"	0.235183534951426	0.46629795095392	NA	NA
"pep5"	"DRB1_1501"	"Mean"	0.281191026872905	0.408861306717074	TRUE	TRUE
"pep5"	"DRB1_1501"	"Mode"	0.215208307373625	0.408861306717074	TRUE	TRUE
"pep5"	"DRB1_1501"	"Median"	0.262994209525876	0.408861306717074	TRUE	TRUE
"pep5"	"DRB1_1502"	"Mean"	0.155079877700533	0.876266426996573	TRUE	TRUE
"pep5"	"DRB1_1502"	"Mode"	0.0228665215934323	0.876266426996573	TRUE	TRUE
"pep5"	"DRB1_1502"	"Median"	0.12394312195364	0.876266426996573	TRUE	TRUE
"pep5"	"DRB1_16"	"Mean"	0.368429977262387	0.191736158734888	NA	NA
"pep5"	"DRB1_16"	"Mode"	0.305461218842369	0.191736158734888	NA	NA
"pep5"	"DRB1_16"	"Median"	0.35383304733783	0.191736158734888	NA	NA
"pep5"	"DRB1_03"	"Mean"	0.367527680626013	0.139881123572571	NA	FALSE
"pep5"	"DRB1_03"	"Mode"	0.0249403575550686	0.139881123572571	NA	FALSE
"pep5"	"DRB1_03"	"Median"	0.346704556951786	0.139881123572571	NA	FALSE
"pep5"	"DQB1_02"	"Mean"	0.259052834830532	0.415212215507226	NA	NA
"pep5"	"DQB1_02"	"Mode"	0.0490440510642436	0.415212215507226	NA	NA
"pep5"	"DQB1_02"	"Median"	0.222549266550763	0.415212215507226	NA	NA
"pep5"	"DQB1_03"	"Mean"	0.0678270818029794	1.67157579547121	FALSE	FALSE
"pep5"	"DQB1_03"	"Mode"	0.000521595233188466	1.67157579547121	FALSE	FALSE
"pep5"	"DQB1_03"	"Median"	0.0501366252212978	1.67157579547121	FALSE	FALSE
"pep5"	"DQB1_04"	"Mean"	0.585008670553243	0.0453881760073496	NA	NA
"pep5"	"DQB1_04"	"Mode"	0.992749324862978	0.0453881760073496	NA	NA
"pep5"	"DQB1_04"	"Median"	0.623694958066368	0.0453881760073496	NA	NA
"pep5"	"DQB1_05"	"Mean"	0.110146262261329	1.24796526114537	NA	NA
"pep5"	"DQB1_05"	"Mode"	0.00763601991324805	1.24796526114537	NA	NA
"pep5"	"DQB1_05"	"Median"	0.0934564693483516	1.24796526114537	NA	NA
"pep5"	"DQB1_06"	"Mean"	0.154338225804739	0.888443757175412	FALSE	TRUE
"pep5"	"DQB1_06"	"Mode"	0.00627173781061767	0.888443757175412	FALSE	TRUE
"pep5"	"DQB1_06"	"Median"	0.126697854557408	0.888443757175412	FALSE	TRUE
"pep6"	"DRB1_01"	"Mean"	0.566107018834881	0.0292007253818477	TRUE	TRUE
"pep6"	"DRB1_01"	"Mode"	0.971711981601418	0.0292007253818477	TRUE	TRUE
"pep6"	"DRB1_01"	"Median"	0.594461083488275	0.0292007253818477	TRUE	TRUE
"pep6"	"DRB1_04"	"Mean"	0.629030787415481	0.101124256492418	TRUE	TRUE
"pep6"	"DRB1_04"	"Mode"	0.979540683113891	0.101124256492418	TRUE	TRUE
"pep6"	"DRB1_04"	"Median"	0.680119688898817	0.101124256492418	TRUE	TRUE
"pep6"	"DRB1_07"	"Mean"	0.283788110683316	0.323109370019456	NA	TRUE
"pep6"	"DRB1_07"	"Mode"	0.00999792154219644	0.323109370019456	NA	TRUE
"pep6"	"DRB1_07"	"Median"	0.245473715615278	0.323109370019456	NA	TRUE
"pep6"	"DRB1_08"	"Mean"	0.283730725389766	0.3262765728135	NA	NA
"pep6"	"DRB1_08"	"Mode"	0.00436274802603513	0.3262765728135	NA	NA
"pep6"	"DRB1_08"	"Median"	0.245450273644681	0.3262765728135	NA	NA
"pep6"	"DRB1_09"	"Mean"	0.341927702326253	0.214999679708821	NA	TRUE
